第二次评审标准分极差,复议后极差,专家一标准分,专家二标准分,专家三标准分,二阶段成绩
,,52.01,52.34,53.46,157.81
,,47.21,50.31,53.03,150.55
,,46.57,53.81,50.15,150.53
,,47.21,55.45,55.64,158.3
,,50.48,50.98,46.93,148.39
,,47.51,45.39,45.46,138.36
,,41.3,35.46,43.89,120.65
,,45.99,48.1,45.5,139.59
,,48.54,47.49,56.39,152.42
,,52.24,48.78,57.12,158.14
,,45.1,51.69,45.58,142.37
,,45.1,46.73,48.41,140.24
,,46.88,43.32,45.5,135.7
,,55.82,50.14,52.04,158
,,45.1,50.14,41.15,136.39
,,42.97,44.38,40.35,127.7
,,53.27,49.53,43.22,146.02
,,37.95,38.02,37.87,113.84
,,57.24,58.93,45.91,162.08
,,34.09,34.15,36.36,104.6
,,52.56,52.74,51.11,156.41
,,43.46,53.38,42.89,139.73
,,53.77,54.67,57.38,165.82
,,33.64,43.09,36.11,112.84
,,53.77,47.04,47.42,148.23
,,46.04,49.72,46.99,142.75
,,51.02,50.79,46.5,148.31
,,44.51,50.74,46.87,142.12
,,46.89,47.07,53.76,147.72
,,53.82,50.05,48.34,152.21
,,46.89,59.1,51.77,157.76
,,48.46,49.6,47.5,145.56
,,39.81,34.71,39.98,114.5
,,33.83,27.3,32.35,93.48
,,43.66,36.6,41.45,121.71
,,46.52,45.38,58.76,150.66
,,54.9,53.82,48.88,157.6
,,49.18,44.11,46.3,139.59
,,40.04,52.75,48.62,141.41
,,47.29,45.96,51.62,144.87
,,54.9,53.82,48.88,157.6
,,34.09,38.02,36.36,108.47
,,53.77,48.47,49.38,151.62
,,63.64,44.34,41.85,149.83
,,57.09,45.96,47.41,150.46
,,41.06,42.29,45.91,129.26
,,46.66,47.08,37.21,130.95
,,43.74,44.38,45.32,133.44
,,64.28,46.57,49.99,160.84
,,53.82,45.96,45.53,145.31
,,48.81,54.13,59.86,162.8
,,43.22,41.18,37.13,121.53
,,44.61,45.96,48.13,138.7
,,43.7,52.86,55.67,152.23
,,55.78,45.42,50.53,151.73
,,44.59,46.03,60.9,151.52
,,56.46,50.79,45.93,153.18
,,31.34,40.72,32.19,104.25
,,29.23,26.83,34.27,90.33
,,42.1,42.69,38.47,123.26
,,30.2,37.14,29.39,96.73
,,63.13,53.82,54.41,171.36
,,46.37,53.16,51.72,151.25
,,49.77,47.96,45.78,143.51
,,51.44,62.3,52.38,166.12
,,33.98,35.56,35.16,104.7
,,39.09,47.01,46.88,132.98
,,55.57,57.84,49.71,163.12
,,41.75,36.83,46.53,125.11
,,50.42,61.2,50.42,162.04
,,45.83,52.21,45.05,143.09
,,47.13,50.16,68.8,166.09
,,45.1,45.37,38.25,128.72
,,36.16,48.78,25.18,110.12
,,50.42,60.64,48.29,159.35
,,34.98,46.64,39.76,121.38
,,54.07,50.98,50.93,155.98
,,57.12,45.52,47.58,150.22
,,36.31,25,39.86,101.17
,,38,25.2,28.73,91.93
,,54.03,54.92,46.23,155.18
,,39.71,36.83,41.34,117.88
,,47.01,52.73,42.67,142.41
,,46.04,58,57.11,161.15
,,34.98,34.32,31.24,100.54
,,51.95,50,46.44,148.39
,,48.55,57.53,47.27,153.35
,,56.95,49.79,52.44,159.18
,,41.07,41.56,43.57,126.2
,,36.13,35.88,42.35,114.36
,,57.99,50.37,61.53,169.89
,,48.82,54.72,50.15,153.69
,,51.69,61.86,48.26,161.81
,,53.27,45.64,48.75,147.66
,,38.43,38.15,46.21,122.79
,,54.21,58.77,47.5,160.48
,,48.04,53.27,50.02,151.33
,,49.83,47.91,53.15,150.89
,,41.79,45.07,43.72,130.58
,,47.08,49.04,49.75,145.87
,,45.1,51.69,43.33,140.12
,,64.79,52.75,51.83,169.37
,,54.93,60.76,51.38,167.07
,,44.17,43.78,57.45,145.4
,,42.56,45.85,38.55,126.96
,,42.55,47.08,44.38,134.01
,,56.59,57.26,54.4,168.25
,,51.76,44.38,48.88,145.02
,,51.57,51.75,56.29,159.61
,,47.29,50.22,48.76,146.27
,,47.02,39.31,45.89,132.22
,,39.12,44.26,44.87,128.25
,,50.56,52.56,45.18,148.3
,,43.12,59.34,48.73,151.19
,,37.06,28.46,36.19,101.71
,,42.35,39.98,55,137.33
,,49.88,45.38,49.28,144.54
,,50.58,57.58,55.7,163.86
,,44.11,48.76,44.48,137.35
,,38.43,47.29,45.96,131.68
,,48.29,51.69,43.55,143.53
,,30.01,29.84,38.11,97.96
,,33.58,40.72,33.34,107.64
,,49.96,46.21,51.27,147.44
,,49.83,44.51,48.12,142.46
,,48.46,51.3,54.15,153.91
,,35.59,30.88,32.35,98.82
,,41.59,41.71,59.05,142.35
,,41.41,45.16,53.62,140.19
,,53.16,43.68,49.51,146.35
,,48.04,53.82,45.96,147.82
,,56.46,50.79,55.11,162.36
,,50.56,38.28,43.73,132.57
,,50.87,47.72,48.61,147.2
,,53.27,45.07,46.24,144.58
,,46.14,49.18,36.2,131.52
,,46.31,45.2,43.45,134.96
,,48.88,54.93,56.61,160.42
,,60.66,50.79,39.61,151.06
,,43.09,33.03,44.22,120.34
,,39.94,42.35,43.55,125.84
,,62.6,42.12,44.26,148.98
,,48.04,51.8,51.27,151.11
,,38.37,38.89,43.66,120.92
,,47.21,58.87,51.72,157.8
,,51.69,53.72,47.8,153.21
,,43.91,44.33,44.5,132.74
,,48.3,42.49,58.4,149.19
,,57.26,48.56,44.17,149.99
,,51.97,42.72,43.32,138.01
,,54.09,50.91,36.71,141.71
,,38.37,32.17,15.22,85.76
,,43.2,47.7,45.74,136.64
,,48.17,49.05,50.72,147.94
,,36.08,35.13,35.68,106.89
,,38.37,35.53,38.76,112.66
,,46.77,48.98,53.46,149.21
,,57.26,53.46,53.94,164.66
,,59.54,51.07,50.15,160.76
,,42.02,47.36,43.37,132.75
,,58.06,54.58,49.5,162.14
,,46.37,48.59,49.11,144.07
,,35.94,35.52,35.9,107.36
,,54.07,50.98,56.08,161.13
,,46.88,56.97,48.41,152.26
,,39.72,41.92,43.49,125.13
,,34.98,33.2,31.24,99.42
,,50.48,54,49.21,153.69
,,38.37,32.17,33.85,104.39
,,53.71,50.68,49.49,153.88
,,43.19,38.03,47.51,128.73
,,52.29,48.88,51.96,153.13
,,50.22,51.42,54.48,156.12
,,58.81,55.68,49.94,164.43
,,49.41,52.53,54.87,156.81
,,32.42,24.7,32.96,90.08
,,55.78,56.46,49.71,161.95
,,50.49,49.85,50.83,151.17
,,41.81,63.45,49.64,154.9
,,43.46,43.74,41.9,129.1
,,51.39,55.17,52.06,158.62
,,34.07,28.63,32.54,95.24
,,50.53,57.81,49.46,157.8
,,52.03,48.05,66.31,166.39
,,54.24,54.84,54.53,163.61
,,38.5,35.5,40.59,114.59
,,50.56,26.81,48.05,125.42
,,56.89,50.22,50.79,157.9
,,49.94,57.1,50.15,157.19
,,43.24,48.46,41.11,132.81
,,36.59,39.39,38.37,114.35
,,51.31,52.5,51.19,155
,,33.03,30.04,34.94,98.01
,,24.5,30.26,22.64,77.4
,,33.39,34.17,30.71,98.27
,,50.14,46.61,37.64,134.39
,,59.75,49.94,55.67,165.36
,,53.96,58.06,48.73,160.75
,,44.68,51.16,49.3,145.14
,,53.27,47.04,44.22,144.53
,,49.34,43.7,34.28,127.32
,,44.83,45.38,48.48,138.69
,,47.35,41.47,47.77,136.59
,,56.4,53.03,48.98,158.41
,,46.42,49.65,47.09,143.16
,,48.24,50.49,49.13,147.86
,,56.38,50.66,51.88,158.92
,,28.39,34.07,25.42,87.88
,,51.39,55.51,60.66,167.56
,,48.04,53.82,54.72,156.58
,,29.23,35.02,42.83,107.08
,,54.75,50.81,50.41,155.97
,,40.85,32.54,31.59,104.98
,,38.29,38.63,47.51,124.43
,,42.93,39.98,46,128.91
,,37.31,37.75,45.77,120.83
,,48.04,48.88,48.76,145.68
,,26.95,35.02,44.22,106.19
,,38.15,37.71,34.29,110.15
,,29.23,24.44,52.74,106.41
,,47.35,50.81,44.48,142.64
,,41.07,43.7,42.4,127.17
,,47.08,39.98,49.38,136.44
,,54.9,47.16,56.63,158.69
,,53.82,47.88,56.63,158.33
,,38.26,38.55,39.76,116.57
,,61.79,45.61,48.81,156.21
,,44.31,38.32,40.15,122.78
,,55.57,44.4,41.9,141.87
,,49.8,45.1,40.93,135.83
,,46.04,34.07,35.38,115.49
,,45.1,36.49,39.7,121.29
,,48.17,42.31,45.12,135.6
,,34.69,36,37.52,108.21
,,39.65,38.93,44.5,123.08
,,42.99,33.74,37.37,114.1
,,26.83,35.58,30.15,92.56
,,42.54,62.26,51.74,156.54
,,63.4,50.98,52.02,166.4
,,32.56,35.56,35.16,103.28
,,43.04,49.06,50.34,142.44
,,45.1,43.32,37.37,125.79
,,38.37,33.6,31.38,103.35
,,49.77,50.98,48.64,149.39
,,43.31,44.94,42.92,131.17
,,54.07,44.94,46.35,145.36
,,49.77,50.98,60.66,161.41
,,54.07,44.94,66.38,165.39
,,43.31,35.88,25.18,104.37
,,32.54,38.9,42.35,113.79
,,49.77,41.92,48.64,140.33
,,28.96,32.86,33.76,95.58
,,44.84,30.26,44.72,119.82
,,47.78,51.98,53.08,152.84
,,45.33,48.05,48.73,142.11
,,49.88,55.63,49.16,154.67
,,67.46,54.24,49.46,171.16
,,47.29,45.53,45.18,138
,,51.43,55.89,54.87,162.19
,,34.48,41.63,38.25,114.36
,,29.23,35.57,36.36,101.16
,,34.09,27.56,32.07,93.72
,,45.6,49.79,57.25,152.64
,,51.67,46.74,58.55,156.96
,,44.5,34.07,29.91,108.48
,,47.72,48.61,52.23,148.56
,,52.63,62.94,55.68,171.25
,,28.17,36.21,32.09,96.47
,,50.73,50.51,49.6,150.84
,,42.9,44.34,43.06,130.3
,,36.25,49.99,47.38,133.62
,,40.99,37.32,40.72,119.03
,,37.31,38.64,35.02,110.97
,,42.9,44.34,48.46,135.7
,,38.5,32.74,38.18,109.42
,,60.62,49.16,44.04,153.82
,,38.86,35.27,35.05,109.18
,,46.89,43.22,43.55,133.66
,,48.04,53.82,51.8,153.66
,,53.37,49.82,44.34,147.53
,,38.5,34.12,36.57,109.19
,,44.83,38.21,42.31,125.35
,,56.15,43.37,43.45,142.97
,,33.39,34.17,16.9,84.46
,,57.57,51.16,45.85,154.58
,,41.81,45.2,46.54,133.55
,,63.35,35.14,44.26,142.75
,,33.33,34.59,34.45,102.37
,,46.47,41.07,38.03,125.57
,,59.86,46.74,48.8,155.4
,,41.59,37.14,34.29,113.02
,,49.75,49.16,47.81,146.72
,,58.41,46.81,45.59,150.81
,,51.72,63.21,49.48,164.41
,,44.53,36.6,38.48,119.61
,,49.77,57.02,49.79,156.58
,,53,43.84,39.05,135.89
,,48.54,45.58,47.34,141.46
,,49.77,47.96,49.21,146.94
,,50.07,52.68,57.11,159.86
,,56.02,50.42,48.23,154.67
,,47.82,43.6,38.76,130.18
,,52.59,48.07,46.21,146.87
,,50.59,55.45,55.64,161.68
,,49,32.93,23.82,105.75
,,61.25,54,49.79,165.04
,,44.03,42.46,40.57,127.06
,,25.93,29.63,47.36,102.92
,,27.23,36.49,36.07,99.79
,,47.21,56.59,58.25,162.05
,,51.69,37.92,47.34,136.95
,,36.34,45.39,30.26,111.99
,,49.34,34.07,24.13,107.54
,,41.07,41.71,51.02,133.8
,,66.26,51.57,50.47,168.3
,,50.14,55.19,60.1,165.43
,,55.26,45.95,50.09,151.3
,,54.93,50.49,52.59,158.01
,,49.34,46.74,59.46,155.54
,,47.95,43.4,51.42,142.77
,,52.56,44.93,57.53,155.02
,,54.17,46.14,45.33,145.64
,,49.16,59.46,50.81,159.43
,,53.96,48.76,48.12,150.84
,,47.29,45.53,41.61,134.43
,,58.77,50.17,51.27,160.21
,,40.76,45.96,44.6,131.32
,,41.16,26.95,38.28,106.39
,,51.28,46.04,52.75,150.07
,,46.12,42.9,44.34,133.36
,,49.83,41.11,38.69,129.63
,,40.63,33.59,41.63,115.85
,,51.57,55.07,49.94,156.58
,,45.2,47.92,43,136.12
,,53.05,48.77,53.53,155.35
,,52.56,46,48.07,146.63
,,46.66,45.96,44.99,137.61
,,48.04,50.56,60.55,159.15
,,45.53,43.5,48.05,137.08
,,55.4,53.15,53.81,162.36
,,43.7,40.51,37.64,121.85
,,30.01,32.09,39.68,101.78
,,34.07,22.85,35.59,92.51
,,47.59,41.68,52.52,141.79
,,45.29,53.27,52.53,151.09
,,44.83,35.14,34.78,114.75
,,37.08,49.18,40.46,126.72
,,40.54,44.35,43.73,128.62
,,38.43,45.96,42.48,126.87
,,53.06,48.98,58.37,160.41
,,54.46,41.96,46.81,143.23
,,51.44,50.31,49.11,150.86
,,56.7,45.7,56.92,159.32
,,58.15,41.9,47.8,147.85
,,43.04,36.6,45.46,125.1
,,53.97,42.46,50.34,146.77
,,37.55,45.52,42.61,125.68
,,51.69,47.97,49.63,149.29
,,48.98,43.2,51.72,143.9
,,50.42,56.97,47.96,155.35
,,54.09,59.77,36.27,150.13
,,58.06,54.58,59.14,171.78
,,35.94,28.34,34.07,98.35
,,50.44,51.66,53.46,155.56
,,37.67,48.07,39.12,124.86
,,45.1,47.41,46.23,138.74
,,50.3,35.56,25.82,111.68
,,45.15,56.35,45.79,147.29
,,45.1,40.59,43.33,129.02
,,48.88,49.72,48.23,146.83
,,42.24,36,34.98,113.22
,,19.32,42.74,22.8,84.86
,,52.24,44,56.39,152.63
,,50.43,48.93,47.34,146.7
,,36.31,33.87,35.41,105.59
,,48.01,54.92,53.83,156.76
,,45.44,46.81,45.59,137.84
,,32.8,35.52,34.07,102.39
,,47.28,43.18,42.31,132.77
,,56.72,55.63,46.81,159.16
,,21.86,32.03,27.58,81.47
,,54.07,44.94,51.5,150.51
,,35.59,34.4,35.68,105.67
,,42.02,38.5,49.57,130.09
,,36.81,35.56,38.27,110.64
,,34.98,37.63,40.93,113.54
,,54.03,46.73,48.41,149.17
,,45.44,51.98,44.81,142.23
,,45.1,34.54,30.84,110.48
,,35.29,40.15,47.36,122.8
,,54.03,50.14,51.31,155.48
,,33.27,37.59,38.27,109.13
,,50.48,49.65,49.05,149.18
,,45.1,36.49,30.84,112.43
,,38.37,40.55,35.14,114.06
,,45.46,44.94,25.18,115.58
,,58.15,24.81,45.45,128.41
,,34.54,34.31,32.15,101
,,46.04,47.36,40.7,134.1
,,55.57,47.76,51.13,154.46
,,32.8,35.52,34.98,103.3
,,38.37,47.63,48.56,134.56
,,47.21,49.74,51.72,148.67
,,54.03,54.24,46.37,154.64
,,35.27,44.68,42.9,122.85
,,47.72,45.16,48.77,141.65
,,36.34,33.84,33.98,104.16
,,50.03,49.61,52.48,152.12
,,48.21,50.79,57.76,156.76
,,36.34,33.29,31.59,101.22
,,46.92,49.82,44.34,141.08
,,39.24,43.04,49.94,132.22
,,53.82,47.5,40.18,141.5
,,53.25,42.31,59.75,155.31
,,44.5,37.31,37.64,119.45
,,38.5,37.4,35.5,111.4
,,35.34,34.27,30.75,100.36
,,54.93,40.26,50.53,145.72
,,52.5,41.6,51.2,145.3
,,33.03,38.93,35.09,107.05
,,37.69,49.82,38.02,125.53
,,40.84,40.01,34.27,115.12
,,43.7,50.08,44.34,138.12
,,37.08,45.97,32.54,115.59
,,50.08,46.74,47.07,143.89
,,43.24,44.33,38.84,126.41
,,50.33,37.75,51.19,139.27
,,40.49,27.69,48.88,117.06
,,38.5,32.56,38.64,109.7
,,48.54,50.66,54.87,154.07
,,38.5,33.39,21.7,93.59
,,43.13,47.23,49.36,139.72
,,53.82,51.8,54.9,160.52
,,46.52,50.51,50.49,147.52
,,32.21,35.14,29.98,97.33
,,45.2,48.29,49.3,142.79
,,40.26,47.04,48.57,135.87
,,54.73,52.75,53.08,160.56
,,49.77,54,49.21,152.98
,,58.93,53.46,55.23,167.62
,,45.44,36.82,42.74,125
,,42.99,49.16,43.89,136.04
,,29.65,35.58,40.15,105.38
,,47.21,60.02,51.07,158.3
,,45.1,47.41,52.76,145.27
,,38.37,42.25,43.66,124.28
,,45.1,44,45.5,134.6
,,57.99,56.59,56.95,171.53
,,41.55,43.93,45.46,130.94
,,50.07,49.13,36.27,135.47
,,35.09,37.78,38.27,111.14
,,38,34.07,35.38,107.45
,,36.31,43.34,39.86,119.51
,,54.07,58.37,51.77,164.21
,,46.04,47.36,51.79,145.19
,,38.37,32.17,38.76,109.3
,,60.72,24.81,52.55,138.08
,,50.07,45.59,45.58,141.24
,,33.6,33.67,34.29,101.56
,,55.98,45.68,48.23,149.89
,,49.8,56.59,49.17,155.56
,,52.63,54.58,45.79,153
,,38.57,36.6,44.76,119.93
,,43.79,48.66,53.21,145.66
,,42.24,36,41.85,120.09
,,45.72,47.63,43.66,137.01
,,58.11,51.79,55.78,165.68
,,31.69,36.49,36.07,104.25
,,41.07,51.02,46.74,138.83
,,50.82,50.32,44.26,145.4
,,51.59,49.38,51.55,152.52
,,50.52,56.97,51.9,159.39
,,28.39,32.48,34.28,95.15
,,44.83,45.38,40.26,130.47
,,40.56,39.64,48.62,128.82
,,52.78,55.96,52.5,161.24
,,35.64,38.15,35.38,109.17
,,60.33,52.75,50.15,163.23
,,28.39,33.33,34.28,96
,,36.34,38.79,34.92,110.05
,,37.97,33.84,39.35,111.16
,,44.5,40.1,45.97,130.57
,,38.43,50.52,49.6,138.55
,,38.5,40.84,32.05,111.39
,,45.02,42.24,34.92,122.18
,,32.42,37.31,34.28,104.01
,,50.36,48.29,50.68,149.33
,,53.22,51.98,53.08,158.28
,,34.33,40.72,34.04,109.09
,,50.73,43.37,43.68,137.78
,,48.24,54.32,55.85,158.41
,,43.15,42.31,40.26,125.72
,,54.93,55.63,49.85,160.41
,,50.81,48.76,59.64,159.21
,,26.81,48.76,56.61,132.18
,,47.79,30.26,51.88,129.93
,,50.56,57.24,52.34,160.14
,,52.78,44.38,48.09,145.25
,,53.25,56.63,47.51,157.39
,,46.31,50.07,39.31,135.69
,,50.07,49.13,50.02,149.22
,,38.37,43.04,43.93,125.34
,,38.37,39.56,43.66,121.59
,,36.31,33.87,35.41,105.59
,,58.5,52.19,54.21,164.9
,,28.96,35.56,25.82,90.34
,,57.44,56.39,52.44,166.27
,,66.64,52.02,54.99,173.65
,,45.1,46.73,49.13,140.96
,,46.04,47.36,54.9,148.3
,,48.66,55.02,56.92,160.6
,,32.54,41.92,43.49,117.95
,,42.99,38.31,42.59,123.89
,,39.72,47.96,44.06,131.74
,,53.9,42.87,46.81,143.58
,,50.07,52.68,56.67,159.42
,,57.84,51.84,50.14,159.82
,,49.39,43.78,50.15,143.32
,,55.57,58.96,42.61,157.14
,,45.1,46.05,47.68,138.83
,,44.03,46.88,47.79,138.7
,,45.1,48.1,52.04,145.24
,,45.39,47.97,44.59,137.95
,,47.21,57.73,48.3,153.24
,,53.97,51.26,53.83,159.06
,,32.03,33.76,37.87,103.66
,,46.04,50.91,57.56,154.51
,,21.86,32.03,27.58,81.47
,,34.98,34.32,36.21,105.51
,,36.1,32.87,35.16,104.13
,,47.69,53.81,49.48,150.98
,,38,38.5,35.38,111.88
,,45.52,49.79,55.93,151.24
,,55.34,47.76,46.44,149.54
,,38,38.5,35.38,111.88
,,49.75,48.02,47.16,144.93
,,38.76,36.6,42.59,117.95
,,46.37,50.88,41.93,139.18
,,49.39,51.98,46.81,148.18
,,46.77,48.98,38.76,134.51
,,50.43,36,38.97,125.4
,,38.67,48.34,45.48,132.49
,,36.42,38.32,42.15,116.89
,,41.07,45.11,50.24,136.42
,,46.88,44,44.68,135.56
,,50.58,53.44,55,159.02
,,50.49,62.18,48.18,160.85
,,50.89,49.28,51.18,151.35
,,48.46,48.47,50.64,147.57
,,49.16,58.17,49.59,156.92
,,54.59,52.82,52.23,159.64
,,49.88,52.56,50.53,152.97
,,39.06,39.98,34.29,113.33
,,51.05,50.89,57.85,159.79
,,56.15,50.49,54.82,161.46
,,38.1,36.26,39.57,113.93
,,43.3,48.57,47.2,139.07
,,39.53,44.28,42.4,126.21
,,42.55,38.15,42.48,123.18
,,50.97,46.61,37.41,134.99
,,44.38,50.67,49.13,144.18
,,43.37,60.13,47.52,151.02
,,50.49,50.17,50.68,151.34
,,43.65,44.85,38.95,127.45
,,48.37,38.85,47.42,134.64
,,50.56,49.28,44.99,144.83
,,49.6,47.11,42.89,139.6
,,47.01,42.69,47.07,136.77
,,51.11,52.82,49.46,153.39
,,46.52,40.26,50.03,136.81
,,53.82,54.72,54.43,162.97
,,50.53,55.67,48.77,154.97
,,50.14,51.67,54.4,156.21
,,38.85,45.85,34.99,119.69
,,38.15,38.28,38.19,114.62
,,51.31,47.6,51.19,150.1
,,48.24,51.96,46.92,147.12
,,48.34,38.63,48.05,135.02
,,58.67,45.67,46.49,150.83
,,46.14,47.25,45.33,138.72
,,58.3,45.38,53.48,157.16
,,33.03,40.71,31.04,104.78
,,48.53,44.04,44.34,136.91
,,16.5,30.53,34.45,81.48
,,44.93,49.18,56.29,150.4
,,52.68,61.5,48.12,162.3
,,58.7,51.39,51.54,161.63
,,51.45,45.2,60.5,157.15
,,54.66,55.76,50.24,160.66
,,44.94,51.74,44.33,141.01
,,55.57,58.96,49,163.53
,,51.69,52.28,47.8,151.77
,,45.27,46.08,46.16,137.51
,,48.82,44.69,43.48,136.99
,,40.13,47.76,42.61,130.5
,,23.35,50.37,27.21,100.93
,,44.14,48.56,36.64,129.34
,,38.37,46.96,53.46,138.79
,,53.14,51.07,51.97,156.18
,,46.04,56.23,59.33,161.6
,,40.13,47.2,51.13,138.46
,,51.48,55.66,55.23,162.37
,,52.24,48.1,57.84,158.18
,,47.2,58.24,50.43,155.87
,,48.56,47.17,54.39,150.12
,,45.1,41.95,46.96,134.01
,,44.87,49.25,46.81,140.93
,,45.44,49.25,43.48,138.17
,,49.91,54.58,49.5,153.99
,,39.06,49.06,42.67,130.79
,,26.09,32.03,30.84,88.96
,,48.06,50.31,48.27,146.64
,,47.46,49.05,44.5,141.01
,,32.03,30.5,27.45,89.98
,,35.29,35.58,36.82,107.69
,,34.16,35.58,33.49,103.23
,,34.98,41.6,39.76,116.34
,,41.75,36.83,40.6,119.18
,,48.55,36.83,50.24,135.62
,,48.88,54,54.72,157.6
,,36.31,33.87,36.15,106.33
,,47.69,55.63,48.81,152.13
,,48.66,45.44,53.21,147.31
,,48.19,54.24,49.46,151.89
,,36.34,34.39,34.29,105.02
,,50.95,52.47,57.76,161.18
,,57.46,49.6,58.76,165.82
,,50.78,30.26,41.66,122.7
,,51.57,53.58,48.71,153.86
,,43.12,56.25,45.33,144.7
,,47.35,48.46,44.36,140.17
,,51.53,50.66,44.43,146.62
,,61.39,53.63,57.85,172.87
,,56.15,48.18,46.03,150.36
,,49.83,59.8,48.12,157.75
,,60.76,42.55,51.18,154.49
,,38.59,34.25,34.15,106.99
,,52.86,50.68,58.47,162.01
,,49.32,53.43,46.74,149.49
,,54.07,57.76,34.45,146.28
,,33.33,30.53,36.17,100.03
,,51.76,48.55,37.62,137.93
,,46,56.2,46.69,148.89
,,50.56,54.72,54.9,160.18
,,36.34,37.44,36.32,110.1
,,40.76,51.8,45.53,138.09
,,52.86,52.82,60.55,166.23
,,62.13,59.77,36.71,158.61
,,55.98,42.98,54.46,153.42
,,45.52,40.6,41.28,127.4
,,46.9,44.94,46.35,138.19
,,54.07,47.96,49.21,151.24
,,55.27,47.03,53.21,155.51
,,46.57,48.34,46.81,141.72
,,53.97,57.73,56.95,168.65
,,49.23,53.39,44.31,146.93
,,32.8,35.52,34.07,102.39
,,51.08,50.16,46.81,148.05
,,64.29,45.58,61.01,170.88
,,49.91,61.08,48.56,159.55
,,32.8,35.52,34.07,102.39
,,43.04,46.86,23.82,113.72
,,46.04,47.36,52.68,146.08
,,37.18,41.3,40.63,119.11
,,43.62,48.98,53.46,146.06
,,43.04,49.79,46.16,138.99
,,53.13,52.02,49.77,154.92
,,47.85,61.76,49.71,159.32
,,42.02,34.07,35.38,111.47
,,35.09,33.67,34.29,103.05
,,40.13,43.28,39.76,123.17
,,51.69,50.84,52.37,154.9
,,45.27,24.81,44.74,114.82
,,37.55,47.2,41.19,125.94
,,51.72,46.35,53.21,151.28
,,48.82,53.81,49.48,152.11
,,45.1,43.32,55.66,144.08
,,39.71,51.62,42.08,133.41
,,40.55,43.93,42.67,127.15
,,50.59,51.62,46.44,148.65
,,50.51,51.07,48.15,149.73
,,46.9,57.02,48.07,151.99
,,46.04,54.45,55.34,155.83
,,51.69,49.89,47.8,149.38
,,29.23,37.31,34.15,100.69
,,61.67,47.02,48.71,157.4
,,41.24,46.87,57.19,145.3
,,32.95,28.46,33.05,94.46
,,48.86,47.04,34.15,130.05
,,52.29,58.03,50.53,160.85
,,34.33,40.72,42.93,117.98
,,53.71,60.27,50.68,164.66
,,40.04,46,43.78,129.82
,,48.53,45.53,51.75,145.81
,,36.34,37.69,39.95,113.98
,,33.39,34.17,27.29,94.85
,,39.12,38.26,36.41,113.79
,,55.26,49.61,49.97,154.84
,,46.09,53.73,50.52,150.34
,,46.74,48.54,55.07,150.35
,,48.87,47.59,45.61,142.07
,,51.76,50.97,58.17,160.9
,,38.5,32.05,34.97,105.52
,,53.77,47.04,54.87,155.68
,,54.93,42.31,46.04,143.28
,,37.08,43.76,35.7,116.54
,,48.04,52.58,56.4,157.02
,,55.73,55.96,54.69,166.38
,,49.83,46.21,49.38,145.42
,,48.04,44.33,48.13,140.5
,,36.34,34.92,36.32,107.58
,,40.51,44.38,47.59,132.48
,,34.07,29.91,45.33,109.31
,,45.67,45.2,41.38,132.25
,,58.58,50.49,52.75,161.82
,,43.52,52.5,60.49,156.51
,,36.42,36.16,29.98,102.56
,,43.15,35.14,36.83,115.12
,,45.6,46.87,52.11,144.58
,,27.23,36.49,36.07,99.79
,,53.47,54.19,53.14,160.8
,,42.04,47.59,48.95,138.58
,,47.21,45.17,47.81,140.19
,,45.1,26.09,27.58,98.77
,,57.26,53.68,53.46,164.4
,,39.72,40.11,43.49,123.32
,,47.01,21.94,23.82,92.77
,,54.56,48.37,51.35,154.28
,,26.09,32.03,27.58,85.7
,,32.54,20.79,25.18,78.51
,,43.79,49.84,48.02,141.65
,,54.09,48.81,60.66,163.56
,,45.52,46.86,54.53,146.91
,,35.63,33.87,33.92,103.42
,,37.57,43.93,43.36,124.86
,,62.13,38.5,37.16,137.79
,,50.46,46.73,44.05,141.24
,,56.37,43.66,54.09,154.12
,,46.02,46.13,48.25,140.4
,,38.37,36.2,43.66,118.23
,,50.48,44.94,48.07,143.49
,,48.82,54.72,48.81,152.35
,,46.9,47.96,45.21,140.07
,,47.13,56.54,46.81,150.48
,,46.88,48.1,45.5,140.48
,,54.03,54.92,59.29,168.24
,,45.72,50.32,53.94,149.98
,,45.72,53.01,48.56,147.29
,,38.07,32.93,40.57,111.57
,,32.8,35.52,34.07,102.39
,,42.99,33.74,39.98,116.71
,,45.52,46.88,46.5,138.9
,,49.95,52.89,49.48,152.32
,,34.54,33.74,34.1,102.38
,,38.37,48.98,38.76,126.11
,,34.1,36.6,41.27,111.97
,,32.56,32.87,35.16,100.59
,,38.85,34.27,48.07,121.19
,,48.54,51.18,56.06,155.78
,,53.37,47.95,54.96,156.28
,,48.04,48.13,53.05,149.22
,,47.35,49.83,48.88,146.06
,,46.52,50.49,55.33,152.34
,,41.79,47.04,49.38,138.21
,,41.98,37.68,51.39,131.05
,,46.43,42.13,45.58,134.14
,,46.52,58.31,50.46,155.29
,,60.21,48.76,52.04,161.01
,,40.66,46.88,49.89,137.43
,,49.45,50.05,47.62,147.12
,,49.97,47.62,53.58,151.17
,,38.62,40.82,32.88,112.32
,,34.81,48.19,48.21,131.21
,,36.74,41.31,36.71,114.76
,,46.64,47.62,48.21,142.47
,,36.07,40.34,39.89,116.3
,,44.6,38.03,35.39,118.02
,,53.27,37.64,38.32,129.23
,,29.23,34.09,36.11,99.43
